FACILITYID,flood_risk,wildfire_risk,lst_avg,percent_tree_cover,flood_risk_pcntl,wildfire_risk_pcntl,lst_avg_pcntl,percent_tree_cover_pcntl,climate_score,mean_ozone,matched_fips,dist_to_tract_m,avg_pm25,pesticide_mean_kg,trafficProx,mean_ozone_pcntl,dist_to_tract_m_pcntl,avg_pm25_pcntl,pesticide_mean_kg_pcntl,trafficProx_pcntl,exposure_score,npl_prox,rmp_prox,haz_prox,npl_prox_pcntl,rmp_prox_pcntl,haz_prox_pcntl,effects_score,final_risk_score,final_risk_score_pcntl,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Are,Shape__Len
10001866,28.419597115284077,1.826086956521739,34.76000000000005,37.34122410953299,84.798099762470315,12.195121951219512,62.17292377701934,26.608784473953012,36.16593094581394,56.759,19153000701,465,9.06666660308838,6.388816833496094,455.76835012112673,22.916666666666664,17.733739837398375,88.21138211382113,16.887755102040817,90.70121951219512,35.31281109919851,0.26830075069182674,1.3339401185361073,0.3953461834039908,92.73373983739837,82.6219512195122,62.29674796747967,78.15069885027086,49.87648029842777,69.0040650406504,84,FRESH START WOMEN'S CENTER (WOMEN'S RESIDENTIAL CORRECTIONAL FACILITY),1917 HICKMAN ROAD,DES MOINES,IA,50314,-999,(515) 242-6325,STATE,OPEN,-999,POLK,19153,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/find-facility/fifth-district,2023-06-30,IMAGERY/OTHER,2024-04-02,https://doc.iowa.gov/find-facility/fifth-district,NOT AVAILABLE,-999,3.9858628e-7,0.002691400231999
10000630,13.774745055846289,135.5185185185185,53.79000000000002,0.8951215809389051,67.28028503562945,69.61382113821138,98.35039817974972,87.2829417773238,79.62917172836278,65.4125,04019980400,79,8.48888874053955,1.4604835510253906,265.95947094066673,88.92276422764228,4.166666666666666,77.69308943089432,8.673469387755102,85.82317073170732,29.25474399082018,0.11137622356157154,0.15442349764609922,0.4311039392918586,79.97967479674797,42.886178861788615,63.71951219512195,60.236048775521,56.37332149823465,86.33130081300813,89,PIMA REENTRY CENTER,1275 W STARR PASS BLVD,TUCSON,AZ,85713,-999,(520) 884-8541,STATE,OPEN,72,PIMA,04019,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.az.gov/office-deputy-director/education-programs-and-community-reentry/community-corrections,2024-02-09,IMAGERY/OTHER,2024-02-09,https://corrections.az.gov/office-deputy-director/education-programs-and-community-reentry/community-corrections,NOT AVAILABLE,-999,1.787391966e-6,0.005859292311826
10001077,NA,1.78125,31.548000000000027,13.218488199720312,NA,12.144308943089431,35.83617747440273,56.58835546475996,29.094251330448333,57.3665,19187000900,1796,7.1533331871032715,50.68870162963867,87.57592611302313,29.369918699186993,50.355691056910565,33.4349593495935,60.153061224489804,75.05081300813008,46.7469249421449,0.00919402677656872,0.6127298252530793,0.23469980696840287,6.707317073170732,70.17276422764228,56.50406504065041,29.849177707685698,35.23011799342631,19.715447154471544,99,FORT DODGE CORRECTIONAL FACILITY,1550 L STREET,FORT DODGE,IA,50501,-999,(515) 574-4700,STATE,OPEN,1239,WEBSTER,19187,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc-search.iowa.gov/dailystatistics,2024-02-23,IMAGERY/OTHER,2024-02-23,https://doc.iowa.gov/find-facility/fdcf,MEDIUM,1162,1.1683258208e-5,0.013483819786045
10001087,1.1323357574321662,1.3492063492063493,31.014800000000022,1.881256827782444,28.50356294536817,10.365853658536585,31.171786120591584,82.73748723186925,29.545548684790212,59.438,19153010705,7467,7.746666717529297,55.94822311401367,0,50.66056910569105,90.09146341463415,53.35365853658537,64.28571428571429,53.40447154471545,60.87542430343584,0.04373025815044895,3.652097482673856,0.11272053649264316,57.8760162601626,95.68089430894308,38.97357723577235,59.983440924104784,50.134804637443615,69.66463414634147,101,IOWA CORRECTIONAL INSTITUTION FOR WOMEN,420 MILL STREET SOUTHWEST,MITCHELLVILLE,IA,50169,-999,(515) 725-5042,STATE,OPEN,673,POLK,19153,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc-search.iowa.gov/dailystatistics,2024-02-23,IMAGERY/OTHER,2024-02-23,https://doc.iowa.gov/find-facility/iciw,MEDIUM,774,1.2047614518e-5,0.015952164950699
10001100,0.27068442755205685,5,28.953392857142887,25.022428386342824,23.990498812351543,19.004065040650406,15.529010238907851,39.58120531154239,23.00804109210474,56.0015,19111491100,1724,7.693333148956299,18.045459747314453,5.082356491967689,16.819105691056908,49.23780487804878,51.42276422764228,24.846938775510203,54.0650406504065,35.60322057917255,0.05108324101627162,0.7201006028924122,0.1865919037672473,61.78861788617886,72.45934959349594,51.16869918699187,61.18839988045975,39.93322051724568,34.2479674796748,102,IOWA STATE PENITENTIARY,2111 330TH AVENUE,FORT MADISON,IA,52627,-999,(319) 372-5432,STATE,OPEN,732,LEE,19111,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc-search.iowa.gov/dailystatistics,2024-02-23,IMAGERY/OTHER,2024-02-23,https://doc.iowa.gov/find-facility/iowa-doc-districts-and-facilities/isp,MAXIMUM,612,2.0484445486e-5,0.018403012647453
10006663,1.074906178437927,2.706896551724138,29.77333333333337,11.171467334420178,28.147268408551067,14.684959349593496,20.591581342434583,60.163432073544435,26.750556824961585,55.9885,19015020600,11622,7.200000190734864,34.57606887817383,0,16.71747967479675,94.96951219512195,34.959349593495936,45.816326530612244,53.40447154471545,42.32366308021596,0.02694926300504207,0.7816861084958059,0.03792246803958608,43.75,74.33943089430895,15.701219512195122,37.100254737304,35.39149154749385,20.27439024390244,105,WOODWARD ACADEMY,1251 334TH STREET,WOODWARD,IA,50276,-999,(515) 438-3511,STATE,OPEN,262,BOONE,19015,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wwacademy.com/,2015-03-11,IMAGERY/OTHER,2024-04-01,https://dhs.iowa.gov/mhds/disability-services/resource-centers/woodward,JUVENILE,-999,7.153888419e-6,0.014575137798045
10006658,2.4440236498533525,2.7551020408163267,31.190000000000055,3.5192395705704045,35.09501187648456,14.989837398373984,32.8782707622298,76.45556690500511,33.91096112890504,57.2145,19145490400,68,7.399999976158142,36.49857711791992,2.5451155435538166,27.59146341463415,4.014227642276423,40.396341463414636,47.09183673469388,53.65853658536586,25.743088173148923,0.01404693647758979,0.7336592285184176,0.02936140959853067,17.22560975609756,73.06910569105692,10.111788617886178,23.347772852218498,27.667274051424155,7.317073170731707,122,CLARINDA ACADEMY,1820 N. 16TH ST,CLARINDA,IA,51632,-999,(712) 542-3103,STATE,OPEN,190,PAGE,19145,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,2015-11-14,IMAGERY/OTHER,2024-04-01,NOT AVAILABLE,JUVENILE,265,4.87325678e-7,0.003864081245684
10006541,11.290567854030064,1.1111111111111112,NA,3.3063320379965444,62.410926365795724,9.705284552845528,NA,77.11950970377937,36.01452744029617,57.332,19155030700,833,8.150000095367432,28.954498291015625,65.7030106298262,29.115853658536583,29.369918699186993,65.90447154471545,39.795918367346935,71.90040650406505,43.80295467087395,0.18311633446926967,8.962989267853738,1.0419586205960203,88.16056910569105,99.39024390243902,75.05081300813008,86.96099779044334,55.592826633871155,84.2479674796748,123,COUNCIL BLUFFS RESIDENTIAL TREATMENT CENTER,1102 9TH AVENUE,COUNCIL BLUFFS,IA,51501,-999,(712) 396-2216,STATE,OPEN,-999,POTTAWATTAMIE,19155,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/find-facility/fourth-district,2023-06-30,IMAGERY/OTHER,2024-04-01,https://doc.iowa.gov/find-facility/fourth-district,NOT AVAILABLE,44,1.1595489e-7,0.001599296338572
10001089,0,2.5846153846153848,34.92789473684212,15.138484974068374,21.08076009501188,14.380081300813007,63.026166097838455,53.779366700715016,31.83801955673945,58.301,19153004702,453,8.333333396911621,19.72596549987793,137.17884697298035,38.516260162601625,17.479674796747968,73.06910569105692,27.091836734693874,79.42073170731707,40.2658357006117,0.18197276766874748,0.28817454701748224,0.48000086392808766,88.0589430894309,59.65447154471545,65.54878048780488,70.09069438624583,47.398183214532324,61.02642276422764,124,FORT DES MOINES COMMUNITY CORRECTIONS COMPLEX,68 THAYER ST,DES MOINES,IA,50315,-999,(515) 242-6600,STATE,OPEN,-999,POLK,19153,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/find-facility/fifth-district,2023-06-30,IMAGERY/OTHER,2024-04-01,https://doc.iowa.gov/find-facility/fifth-district,NOT AVAILABLE,-999,9.38779749e-6,0.017019923617671
10005639,10.60675791743975,0.6739130434782609,NA,7.505213835460428,60.688836104513065,7.8760162601626025,NA,66.7517875383044,31.717048839412723,58.3305,19013000700,375,8.783333778381348,28.721513748168945,139.6162247887098,38.82113821138211,14.634146341463413,83.4349593495935,39.64285714285714,79.72560975609755,43.162769473842275,7.803672665307264,12.402312218415153,0.9011732772119214,100,99.7459349593496,72.66260162601627,89.82599769994624,54.90193867106708,82.72357723577237,125,WATERLOO WOMEN'S CENTER FOR CHANGE,1515 LAFAYETTE,WATERLOO,IA,50703,-999,(319) 292-0900,STATE,OPEN,31,BLACK HAWK,19013,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/find-facility/first-district,2023-06-30,IMAGERY/OTHER,2024-04-02,https://doc.iowa.gov/find-facility/first-district,NOT AVAILABLE,45,2.8961108e-7,0.002633636937849
10001856,10.125770414606484,0.5869565217391305,NA,6.000872520886499,60.03562945368171,7.113821138211382,NA,70.58222676200204,31.12211634073496,57.18,19061000100,812,9.073333549499512,24.60930633544922,1067.5764374335477,27.33739837398374,28.60772357723577,88.26219512195121,34.8469387755102,95.83333333333334,47.04779636526965,2.9071760415728085,3.960103696149349,1.104175559286373,99.6951219512195,96.29065040650406,75.71138211382113,89.9096694830251,56.02652739634323,85.21341463414635,127,DUBUQUE RESIDENTIAL FACILITY,1494 ELM ST,DUBUQUE,IA,52001,-999,(563) 556-6196,STATE,OPEN,70,DUBUQUE,19061,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.iowa.gov/find-facility/first-district,2023-06-30,IMAGERY/OTHER,2024-04-02,https://doc.iowa.gov/find-facility/first-district,NOT AVAILABLE,80,2.78305833e-7,0.002364747179375
10006643,1.525301858898196,15.709677419354838,24.930000000000007,73.80820016071392,30.760095011876487,31.402439024390244,2.6166097838452784,1.4300306435137897,7.753697250183453,56.337,42053530100,5748,7.1249998807907104,5.23853063583374,0,19.91869918699187,84.65447154471545,32.57113821138211,15.663265306122447,53.40447154471545,34.075383122754715,0.01878162636882542,0.05135686260587475,0.04407874720392278,28.506097560975608,14.380081300813007,18.191056910569106,19.53675125562567,20.45527720952128,2.33739837398374,138,ABRAXAS I,165 ABRAXAS ROAD,MARIENVILLE,PA,16239,-999,(800) 352-3402,STATE,OPEN,-999,FOREST,42053,USA,922140,CORRECTIONAL INSTITUTIONS,https://abraxasyfs.com/abraxas-academy.html,2018-01-05,IMAGERY/OTHER,2024-04-10,https://abraxasyfs.com/abraxas-1.html,JUVENILE,204,1.0557373798e-5,0.012901043256586
10004286,4.711679995958646,2.630434782608696,29.410000000000025,1.8570291590436707,44.418052256532064,14.532520325203253,17.690557451649603,82.9417773237998,31.19635303172259,61.965,19083480600,3496,7.608333349227905,36.07123565673828,0,72.40853658536585,70.73170731707317,48.983739837398375,46.98979591836735,53.40447154471545,57.518480750551355,0.01505331218656845,0.9058032986224748,0.28455818700865543,19.20731707317073,76.47357723577237,58.790650406504064,44.200663857646944,44.30516587997363,49.49186991869919,143,CENTRAL IOWA JUVENILE DETENTION CENTER,2317 RICK COLLINS WAY,ELDORA,IA,50627,-999,(641) 858-3852,STATE,OPEN,-999,HARDIN,19083,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cijdc.com/index.html,2024-02-23,IMAGERY/OTHER,2024-02-23,http://www.cijdc.com/index.html,JUVENILE,-999,6.9649559e-7,0.003997566410048
10003486,NA,133.53061224489795,42.47000000000003,5.26688615188024,NA,69.25813008130082,87.03071672354949,72.21654749744637,75.78676126147012,62.504999999999995,49021110501,391,4.8222222328186035,25.70156478881836,55.037016165517855,75.71138211382113,15.447154471544716,5.691056910569105,36.3265306122449,69.91869918699187,27.899985071699344,0.00321298782142216,0.21347098959833577,0.6968146670753725,0.8638211382113822,53.04878048780488,69.41056910569105,14.70646450338071,39.46440361218339,32.36788617886179,171,SOUTHWEST UTAH YOUTH CENTER,270 EAST 1600 NORTH,CEDAR CITY,UT,84721,-999,(435) 867-2500,STATE,OPEN,-999,IRON,49021,USA,922140,CORRECTIONAL INSTITUTIONS,https://ut.medicalhomeportal.org/services/category/324,2020-02-20,IMAGERY/OTHER,2024-04-26,https://ut.medicalhomeportal.org/services/category/324,JUVENILE,-999,5.08759513e-7,0.004261261101835
10003587,13.566097227668283,17.576271186440678,43.07000000000002,0.38692761356283056,66.92399049881234,32.97764227642276,88.16837315130832,90.755873340143,64.82570519150033,63.274,40055967100,19346,5.775000214576721,39.930442810058594,0,80.4369918699187,97.61178861788618,11.38211382113821,51.58163265306123,53.40447154471545,47.6706138561241,0.0094819334664189,0.09108771706080908,0.03001655457758416,7.367886178861789,28.810975609756095,11.077235772357724,13.29772735001945,41.931348799214625,41.361788617886184,188,OKLAHOMA STATE REFORMATORY,1700 E FIRST ST,GRANITE,OK,73547,0514,(405) 698-5263,STATE,OPEN,-999,GREER,40055,USA,922140,CORRECTIONAL INSTITUTIONS,https://oklahoma.gov/doc/facilities/oklahoma-state-reformatory.html,2018-01-02,IMAGERY/OTHER,2024-03-27,https://oklahoma.gov/doc/facilities/oklahoma-state-reformatory.html,MEDIUM,1000,6.744115808e-6,0.012051770596644
10003472,4.566051381138119,87.16326530612245,46.51000000000005,4.9406678908468225,43.764845605700714,58.231707317073166,93.00341296928327,73.08478038815117,64.51380975663045,63.749,49049002802,602,7.358333468437195,41.21226119995117,748.7781777530975,82.72357723577237,22.35772357723577,39.329268292682926,52.6530612244898,94.0040650406504,51.436167644645934,0.01967242410487706,0.4914612789697318,1.3803992054431484,30.4369918699187,67.58130081300813,78.96341463414635,54.561302813436356,56.837093404904245,87.5,199,SLATE CANYON YOUTH CENTER,1991 SOUTH STATE ST,PROVO,UT,84606,-999,(810) 342-7840,STATE,OPEN,-999,UTAH,49049,USA,922140,CORRECTIONAL INSTITUTIONS,https://ut.medicalhomeportal.org/services/category/324,2020-02-20,IMAGERY/OTHER,2024-04-26,https://ut.medicalhomeportal.org/services/category/324,JUVENILE,-999,1.046867965e-6,0.004401620013261
10005043,4.194807087062675,142.05769230769232,27.890000000000015,77.52360946776409,42.33966745843231,70.78252032520325,10.580204778156997,0.5617977528089888,11.552790132720524,56.2755,21025920302,2869,7.333333492279053,0.27472156286239624,0,19.410569105691057,64.43089430894308,38.516260162601625,7.3979591836734695,53.40447154471545,28.568880241349376,0.01292318210407807,0.02623918105154896,0.0152275840396776,14.634146341463413,3.9634146341463414,2.083333333333333,4.943849273236987,15.021839882435629,1.2703252032520325,209,BREATHITT REGIONAL JUVENILE DETENTION CENTER,2725 STATE HIGHWAY 30 WEST,JACKSON,KY,41339,-999,(606) 295-2350,STATE,OPEN,-999,BREATHITT,21025,USA,922140,CORRECTIONAL INSTITUTIONS,https://djj.ky.gov/Facilities/Pages/Detention-Centers.aspx,2024-02-27,IMAGERY/OTHER,2024-02-27,https://djj.ky.gov/Facilities/Pages/Detention-Centers.aspx,JUVENILE,-999,4.43802719e-7,0.002670397525116
