object_id,flood_risk,wildfire_risk,lst_avg,percent_tree_cover,flood_risk_pcntl,wildfire_risk_pcntl,lst_avg_pcntl,percent_tree_cover_pcntl,climate_score,mean_ozone,avg_pm25,pesticide_mean_kg,trafficProx,mean_ozone_pcntl,avg_pm25_pcntl,pesticide_mean_kg_pcntl,trafficProx_pcntl,exposure_score,npl_prox,rmp_prox,haz_prox,npl_prox_pcntl,rmp_prox_pcntl,haz_prox_pcntl,effects_score,final_risk_score,final_risk_score_pcntl,name,full_address,total_female_detainment,total_male_detainment,total_detainment,total_non_criminal,phone_number,type_detailed,fy26_alos,last_updated
14,22.589184291278467,103,38.58820945945949,36.81952284521667,75.93582887700535,83.13725490196079,68.62745098039215,14.901960784313726,50.40758901248129,65.0115,9.299999872843424,22.617462158203125,55.52358885846022,84.70588235294117,84.70588235294117,36.11111111111111,45.88235294117647,58.71896859847609,4.528585914802274,0.9731912303351924,1.1209382873614435,99.2156862745098,67.84313725490196,70.19607843137254,77.88725018777244,62.337935932909936,94.50980392156862,JOE CORLEY PROCESSING CTR,"500 HILBIG RD, CONROE, TX 77301",0,949,949,799,936-521-4000,IGSA,48,2026-02-12
15,14.589526133228112,1.5476190476190477,28.203897111737845,6.214382960184606,65.77540106951871,23.52941176470588,7.8431372549019605,60,29.21318507550841,60.104,7.122222158643933,114.75405883789064,86.22287688628825,57.25490196078431,22.35294117647059,90.47619047619048,56.07843137254902,50.48000374550339,0.01292685532305667,0.5426699714826416,0.7773820827969462,18.03921568627451,56.470588235294116,63.13725490196078,40.06592922294159,39.919706014651126,34.11764705882353,KANDIYOHI COUNTY JAIL,"2201 23RD ST NE, WILLMAR, MN 56201",8,104,112,75,320-214-6700,IGSA,33,2026-02-12
16,0,18.977272727272727,33.540317460317496,15.960316982418252,25.13368983957219,50.588235294117645,40,33.33333333333333,36.08370548622126,59.884,7.325000007947286,27.216215133666992,24.56328008774718,55.294117647058826,25.49019607843137,44.44444444444444,36.07843137254902,38.77299144239741,0.05771848724710104,0.5902146085566213,2.001719549224849,65.88235294117646,58.43137254901961,81.17647058823529,67.8601973153347,47.57229808131779,61.1764705882353,KANSAS CITY HOLDROOM,"9747 NW CONANT AVENUE, KANSAS CITY, MO 64153",0,0,0,0,800-375-5283,CDF,0,2026-02-02
17,NA,31.348837209302324,43.54368421052636,2.1339766691147584,NA,59.21568627450981,83.52941176470588,76.07843137254902,72.19590749221206,60.3795,8.377777947319878,52.81678771972656,27.403309699896685,60,66.66666666666666,68.65079365079364,38.03921568627451,56.850498457631936,0.01227869220407781,0.10169146091636072,0.518555744584825,15.686274509803921,20.392156862745097,52.54901960784314,25.616268340722197,51.554224763522065,74.11764705882354,KARNES COUNTY CORRECTIONAL CENTER,"810 COMMERCE STREET, KARNES CITY, TX 78118",0,2,2,0,210-283-4750,USMS IGA,3,2026-02-12
18,4.717559855347556,34.15909090909091,43.85261022927692,1.603287002403652,47.05882352941176,61.1764705882353,85.09803921568627,80.7843137254902,66.69879981089761,60.3795,8.3666668732961,52.81679153442383,23.190053627060266,60,66.27450980392156,69.04761904761905,35.68627450980392,55.94830367739719,0.01225751339940478,0.10326614164788898,0.5668519582165642,15.294117647058824,20.784313725490197,56.07843137254902,26.122735771013748,49.58994641976952,67.45098039215686,KARNES COUNTY IMMIGRATION PROCESSING CENTER,"409 FM 1144, KARNES CITY, TX 78118",368,837,1205,1136,830-254-2500,DIGSA,49,2026-02-12
19,12.75531110217671,38.04761904761905,36.00538732394369,2.2706052996829653,63.101604278074866,63.13725490196078,55.294117647058826,74.50980392156863,63.650909303992215,60.613,7.96666685740153,44.74252700805664,0,60.3921568627451,52.94117647058824,63.49206349206349,30.58823529411765,49.91855418169354,0.02342136677046655,0.15015654958438002,0.06043752352092944,41.96078431372549,28.235294117647058,20,28.722482244283857,47.43064857665654,60,KAY CO JUSTICE FACILITY,"1101 WEST DRY ROAD, NEWKIRK, OK 74647",0,158,158,103,580-362-3393,IGSA,23,2026-02-12
20,12.737571773242244,0.5813953488372093,31.53120171673822,37.39357041413398,62.56684491978609,16.862745098039216,25.49019607843137,13.725490196078432,24.648664447072218,65.196,7.849999984105427,17.418106079101563,0,86.27450980392157,50.19607843137255,26.190476190476193,30.58823529411765,43.1581208371805,0.03676095561026867,0.8772989064910938,0.19905376914204165,54.11764705882353,66.66666666666666,39.6078431372549,52.28088694242276,40.02922407555849,34.90196078431372,KENTON COUNTY JAIL,"3000 DECKER CRANE LANE, COVINGTON, KY 41017",0,113,113,78,859-363-2400,USMS IGA,40,2026-02-12
21,40.85273766987853,0,35.411167883211704,4.992419594530112,90.9090909090909,6.2745098039215685,50.98039215686274,63.52941176470588,36.867295570543575,65.953,9.933333317438764,2.559494972229004,294.0596575052699,89.01960784313725,91.37254901960785,11.904761904761903,83.13725490196079,53.26653575987505,0.05728224494833595,1.3798362719242891,1.4191425524845895,65.49019607843137,75.29411764705883,76.47058823529412,72.24546487785545,54.126432069424695,80,KENTON COUNTY JAIL,"303 COURT STREET, COVINGTON, KY 41011",0,0,0,0,859-363-2400,IGSA,NA,2025-07-17
22,0,45.95348837209303,31.41118251928025,29.98876386610319,25.13368983957219,68.23529411764706,23.92156862745098,18.823529411764707,29.64415037899703,59.941,8.666666507720947,13.71120834350586,0,55.68627450980392,75.68627450980392,22.61904761904762,30.58823529411765,41.323634098749096,0.04980687526820644,0.11604745327931806,0.0994974245951719,61.96078431372549,22.745098039215687,28.235294117647058,34.14016993773027,35.0359848051588,22.35294117647059,KNOX COUNTY DETENTION FACILITY,"5001 MALONEYVILLE RD, KNOXVILLE, TN 37918",7,27,34,27,865-281-6700,USMS IGA,4,2026-02-12
23,76.39813274014038,10370.348837209302,32.36528268551238,2.8067027928683386,96.79144385026738,99.6078431372549,32.549019607843135,71.76470588235294,68.88819910330314,55.930499999999995,5.766666730244954,191.5753631591797,0,13.725490196078432,5.88235294117647,100,30.58823529411765,22.292477716710764,0.052161794296631,0.05986987983348444,0.08491055420985574,62.35294117647059,11.76470588235294,25.882352941176475,26.677630790072897,39.2861025366956,32.549019607843135,KROME NORTH SERVICE PROCESSING CENTER,"18201 SW 12TH ST, MIAMI, FL 33194",0,858,858,482,305-207-2100,SPC,23,2026-02-12
24,0,9.69047619047619,55.50389770723106,0.1015132006970004,25.13368983957219,43.92156862745098,98.0392156862745,92.54901960784314,56.25698279056278,58.916,10.53333330154419,152.10513305664065,38.214079761920424,44.31372549019608,96.07843137254902,98.01587301587301,41.17647058823529,64.38392140101617,0.00602249736577584,0.06780179007257892,0.4504388825342323,5.88235294117647,15.686274509803921,51.37254901960784,16.7983774317605,45.81309387444648,55.68627450980392,LA PAZ COUNTY ADULT DETENTION FACILITY,"1109 ARIZONA AVE., PARKER, AZ 85344",0,1,1,0,928-669-6141,USMS IGA,2,2026-02-12
25,NA,19.34090909090909,45.587530592863956,8.359739980206978,NA,51.37254901960784,88.23529411764706,53.72549019607843,62.44791553722028,58.611,6.0500000317891445,1.527361512184143,0,41.96078431372549,7.8431372549019605,9.523809523809524,30.58823529411765,17.59643274407125,0.00601651762689352,0.09617925094439415,0.02028487165579323,5.490196078431373,19.607843137254903,1.9607843137254901,5.954096023285613,28.666148101525714,10.588235294117647,LA SALLE COUNTY REGIONAL DETENTION CENTER,"832 EAST TEXAS STATE HIGHWAY 44, ENCINAL, TX 78019",1,253,254,235,956-948-5193,USMS IGA,42,2026-02-12
26,4.092082650679064,0.02222222222222222,40.869717314487666,10.76981553915297,45.45454545454545,6.666666666666667,76.86274509803923,44.70588235294118,31.944173462383386,60.193,8.599999904632568,13.86583137512207,191.32094683365904,58.43137254901961,72.94117647058823,23.015873015873016,71.76470588235294,51.509733561379036,0.01886358989969872,1.9391146038991145,3.888553714534689,34.509803921568626,80.3921568627451,89.41176470588236,62.83239482816845,48.76210061731029,64.31372549019608,LAFAYETTE PARISH CORRECTIONAL CENTER,"916 LAFAYETTE STREET, LAFAYETTE, LA 70501",0,1,1,1,337-236-5400,IGSA,3,2026-02-12
27,NA,47.69047619047619,34.43000000000001,16.00710964960722,NA,69.41176470588235,44.70588235294118,32.549019607843135,46.57060603908441,62.549,8.211111121707495,41.5683479309082,71.83392178635822,71.37254901960785,61.96078431372549,60.71428571428571,52.94117647058824,61.40208917496131,0.06843116477166926,0.1948167816056445,0.1098320452884538,68.62745098039215,34.11764705882353,29.80392156862745,41.17024493489151,49.71431338297908,68.23529411764706,LAKE COUNTY JAIL,"551 W. MAIN ST., TAVARES, FL 32778",0,1,1,1,352-742-4000,IGSA,1,2026-02-12
28,NA,1.255813953488372,38.94485008818344,5.576092745539141,NA,21.176470588235293,70.19607843137254,61.96078431372549,45.16074650212303,59.477,5.450000047683716,3.241262435913086,191.36655470072355,50.19607843137255,3.5294117647058822,13.095238095238097,72.15686274509804,20.227433868812824,0.4937810676368384,0.4236168667075544,1.104279728775512,94.50980392156862,50.19607843137255,69.80392156862744,69.18450283439381,44.857561068443225,49.80392156862745,LARAMIE COUNTY JAIL,"1910 PIONEER AVENUE, CHEYENNE, WY 82001",0,5,5,4,307-633-4700,USMS IGA,2,2026-02-12
29,48.42799206780426,2.6818181818181817,45.850571428571484,3.808342729581667,95.18716577540107,31.372549019607842,89.41176470588236,67.05882352941175,65.04961038763149,57.22,9.724999904632568,36.961334228515625,655.6504951841127,24.313725490196077,88.23529411764706,57.14285714285714,92.54901960784314,58.037260587574046,0.00514191139272187,0.2568936225371841,0.05990096273940675,3.5294117647058822,39.21568627450981,19.607843137254903,13.948601194078675,45.67849072309474,54.90196078431373,LAREDO PROCESSING CENTER,"4702 EAST SAUNDERS STREET, LAREDO, TX 78041",365,2,367,349,956-727-4118,DIGSA,49,2026-02-12
30,NA,152.61904761904762,30.204946996466475,14.563063580201304,NA,88.23529411764706,15.686274509803921,35.294117647058826,36.55567654063363,58.084,8.100000063578287,14.470402717590332,0,32.94117647058823,57.25490196078431,23.41269841269841,30.58823529411765,34.090974711067105,0.01524457177636164,0.12341974830053772,0.03377777343428063,25.098039215686274,23.92156862745098,8.627450980392156,17.302305775790483,29.31631900916374,12.156862745098039,LAUREL COUNTY CORRECTIONAL CENTER,"440 HAMMOCK ROAD, LONDON, KY 40744",0,1,1,0,606-878-9431,USMS IGA,2,2026-02-12
31,NA,50.42857142857143,32.320017636684334,22.563576988478783,NA,69.80392156862744,31.76470588235294,25.49019607843137,38.376551399921624,58.088,8.044444349077013,10.561079025268556,232.4679983987488,33.72549019607843,54.90196078431373,21.03174603174603,77.64705882352942,41.700053885359765,0.01432123820478397,0.6447858457148751,0.02722982354953712,21.176470588235293,60.3921568627451,5.88235294117647,19.594238929397953,33.223614738226445,18.823529411764707,LAUREL COUNTY SHERIFFS JAIL,"203 SOUTH BROAD ST., LONDON, KY 40741",0,0,0,0,606-878-9431,USMS IGA,NA,2025-07-17
32,NA,171.26190476190476,28.805731922398618,29.24907885793137,NA,90.19607843137256,9.411764705882353,19.607843137254903,25.532666947162486,59.015,7.750000158945719,2.551724433898926,122.97436197229196,44.70588235294118,43.92156862745098,11.507936507936508,62.745098039215684,34.50682037296697,0.20847404959059884,0.3412878496353343,0.07475416324717077,88.23529411764706,47.84313725490196,23.137254901960784,46.05300141006413,35.36416291006453,23.137254901960784,LAWRENCE COUNTY,"80 SHERMAN STREET, DEADWOOD, SD 57732",0,9,9,8,605-578-9748,USMS IGA,35,2026-02-12
33,1.6316555926564336,21.636363636363637,32.82781305114641,15.18522019402386,34.75935828877005,52.94117647058824,36.470588235294116,34.509803921568626,39.011050880297475,58.6255,7.575000047683716,24.553184509277344,44.25484823155865,42.35294117647059,34.90196078431372,39.285714285714285,43.13725490196079,39.783697126548326,0.029034677828091,0.496294506380176,0.2801129091881679,47.45098039215686,54.509803921568626,44.70588235294118,48.718603045581325,42.504450350809044,43.92156862745098,LEAVENWORTH US PENITENTIARY,"1300 METROPOLITAN AVE., LEAVENWORTH, KS 66048",0,60,60,18,	913-682-8700,BOP,96,2026-02-12
34,23.085666378049034,8.311111111111112,32.52356012995948,18.807768868883308,76.47058823529412,40.78431372549019,33.72549019607843,29.80392156862745,42.07797372684483,56.907,9.024999936421713,32.29033660888672,52.47172807449286,18.823529411764707,82.35294117647058,51.19047619047619,45.09803921568628,43.49424036078176,0.04550312172937231,0.1941673605169708,0.8129785432576377,61.1764705882353,33.72549019607843,63.921568627450974,50.90143635259425,45.49121681340695,52.94117647058824,LEWISBURG US PENITENTIARY,"P.O. BOX 1000, LEWISBURG, PA 17837",0,12,12,4,570-523-1251,BOP,2,2026-02-12
35,NA,235.7674418604651,36.5803703703704,27.3128702465125,NA,93.33333333333333,59.21568627450981,21.176470588235293,48.91503563966938,60.1885,7.7249999443689985,60.87853240966797,0,58.03921568627452,42.745098039215684,72.61904761904762,30.58823529411765,48.451051414475806,0.05409528629711519,0.4913223898244432,0.4105759380087885,63.13725490196078,53.333333333333336,49.411764705882355,55.00112796006503,50.789071671403406,71.37254901960785,LEXINGTON COUNTY JAIL,"521 GIBSON ROAD, LEXINGTON, SC 29072",1,4,5,4,803-785-2743,USMS IGA,2,2026-02-12
36,NA,93.45454545454544,36.04278104960087,14.493279237960852,NA,80,56.470588235294116,35.68627450980392,54.425760160448796,61.693,8.1833332379659,35.84241485595703,0,66.27450980392156,60.3921568627451,54.761904761904766,30.58823529411765,50.885026861862535,0.00971203280611933,0.10509437311050092,0.3003318803737003,9.411764705882353,21.568627450980394,45.88235294117647,21.04003302762653,42.116940016645955,42.745098039215684,LIMESTONE COUNTY DETENTION CENTER,"910 NORTH TYUS STREET, GROESBECK, TX 76642",0,256,256,216,254-729-2674,USMS IGA,40,2026-02-12
37,27.92662030954347,5.790697674418604,35.481042402826894,1.143429651879148,81.81818181818183,38.43137254901961,51.76470588235295,83.13725490196079,60.65146391737177,56.0975,6.458333373069763,43.776702880859375,332.9766185041847,15.294117647058824,12.549019607843137,62.301587301587304,86.27450980392157,31.86977219308794,0.01252088180784793,0.5766344888526627,0.13474665220545676,16.862745098039216,58.03921568627452,34.11764705882353,32.20151421860076,41.57425010968682,41.17647058823529,LINCOLN COUNTY JAIL,"3020 N JEFFERS, NORTH PLATTE, NE 69101",3,25,28,9,308-535-9599,USMS IGA,33,2026-02-12
38,39.9330238509745,0.3863636363636363,35.701399737294906,1.8807978300041217,89.83957219251337,13.725490196078432,54.11764705882353,78.43137254901961,47.83062602049421,59.400499999999994,9.450000127156574,24.271167755126953,332.5573408047233,49.01960784313725,85.88235294117646,38.88888888888889,85.88235294117646,61.23515325116681,0.01266141489026852,3.388370982705405,0.7860746135731929,17.254901960784313,94.50980392156862,63.52941176470588,46.96648560144676,52.010754957702595,75.68627450980392,LINN COUNTY JAIL,"53 3RD AVENUE BRIDGE, CEDAR RAPIDS, IA 52401",4,35,39,22,319-892-6300,USMS IGA,22,2026-02-12
39,26.018210594867508,1.0476190476190477,38.30388007054677,10.891075791702146,80.74866310160428,19.607843137254903,67.84313725490196,44.31372549019608,46.70919016094708,65.652,7.416666746139526,45.08974838256836,108.4599477521804,88.23529411764706,27.450980392156865,63.888888888888886,59.6078431372549,55.11023145517855,0.020046177383415,1.1993572476312246,0.16675309594616963,37.254901960784316,70.19607843137254,36.07843137254902,45.52479240857226,49.11473800823263,65.88235294117646,LOGAN COUNTY JAIL,"216 S BROAD ST, GUTHRIE, OK 73044",0,5,5,4,405-282-4100,USMS IGA,2,2026-02-12
40,100.00000000000438,3.3181818181818183,34.40173451327438,0.02615860196084234,100,33.72549019607843,44.31372549019608,95.68627450980392,61.49453826589014,62.057500000000005,7.811111026340061,17.00965690612793,0,69.41176470588235,47.05882352941176,25.396825396825395,30.58823529411765,39.91186314334222,0.01890281409344289,0.03362388603024705,0.08096390588112799,35.294117647058826,2.3529411764705883,25.49019607843137,12.839916271307128,38.08210589351316,29.80392156862745,LOUISIANA ICE PROCESSING,"18198 TUNICA TRACE BLDG E, ANGOLA, LA 70712",0,180,180,19,225-655-9013,IGSA,53,2026-02-12
41,2.7789257944034413,2.238095238095238,45.49373897707234,1.012403806230341,41.17647058823529,29.411764705882355,87.84313725490196,84.31372549019608,54.7260470820416,61.9275,6.8666666348775225,87.97716522216797,138.30361303162843,68.23529411764706,20,84.12698412698413,67.45098039215686,52.752210468667755,0.01628694817116663,1.6130498544605325,0.5483472664874665,27.058823529411764,78.43137254901961,54.509803921568626,48.7256657599519,52.067974436887084,76.07843137254902,LUBBOCK COUNTY DETENTION CENTER,"811 MAIN STREET, LUBBOCK, TX 79401",0,0,0,0,806-775-7009,USMS IGA,1,2026-02-02
42,91.88824831769054,65.66666666666667,32.49382300884959,43.36762574211914,98.3957219251337,72.54901960784314,33.33333333333333,9.411764705882353,38.684714207324134,57.25,8.166666666666666,16.300518035888672,820.1924440829271,24.705882352941178,59.21568627450981,25,94.90196078431372,43.163145131572485,0.27557695261253573,1.3516116889344016,0.2723225523447207,91.37254901960785,73.72549019607844,43.92156862745098,66.63520690387683,49.49435541425782,67.05882352941175,MADISON COUNTY JAIL,"2935 HIGHWAY 51, CANTON, MS 39046",2,7,9,8,601-855-0739,USMS IGA,2,2026-02-12
43,14.2468916255187,0.23809523809523808,34.82906603131384,8.66836286250933,65.24064171122996,11.76470588235294,47.84313725490196,52.54901960784314,37.270986817724854,62.132,10.011111047532822,6.488132953643799,203.39176919289537,70.19607843137254,92.54901960784314,18.253968253968253,72.94117647058823,54.231757875264144,0.06245286842920339,1.26745457752555,2.5312749437236155,67.45098039215686,72.15686274509804,85.49019607843137,74.6553164573588,55.386020383449264,83.52941176470588,MAHONING COUNTY JAIL,"110 FIFTH AVENUE, YOUNGSTOWN, OH 44503",34,56,90,76,330-480-5000,USMS IGA,17,2026-02-12
44,10.897204429303136,0,38.02614840989403,10.656556924523978,58.82352941176471,6.2745098039215685,66.66666666666666,45.490196078431374,32.52665158188367,61.702,10.583333174387615,0.1276640146970749,79.72428987084311,66.66666666666666,96.47058823529412,4.761904761904762,54.11764705882353,35.88027968686615,0.1095734453543159,6.298621963055493,2.6653762273320702,76.47058823529412,98.4313725490196,85.88235294117646,86.46572131327336,51.62421752734106,74.90196078431373,MARION COUNTY JAIL,"695 JUSTICE WAY, INDIANAPOLIS, IN 46203",0,0,0,0,317-327-1700,USMS IGA,31,2026-02-02
45,0,0,40.01438162544172,1.294637187422967,25.13368983957219,6.2745098039215685,75.29411764705883,82.74509803921568,31.483633213185286,61.3905,10.733333269755043,0.12812240421772003,833.623226338361,63.921568627450974,97.25490196078431,5.158730158730158,95.29411764705881,41.81113502379973,0.16832803072781582,5.139425860402005,5.861105363218917,84.31372549019608,97.25490196078431,92.94117647058823,91.3424483907426,54.87907220924254,82.35294117647058,MARION COUNTY JAIL,"40 SOUTH ALABAMA STREET, INDIANAPOLIS, IN 46204",0,0,0,0,317-327-1624,USMS IGA,NA,2025-07-17
46,0.36010852476164423,29.73913043478261,36.4646358792185,8.121697352414538,27.807486631016044,58.03921568627452,58.03921568627452,54.11764705882353,47.44996847738133,55.248000000000005,7.644444465637207,0.07481284439563751,134.98170460746462,10.196078431372548,38.43137254901961,3.968253968253968,65.49019607843137,17.863794051226904,0.16633781537064823,0.5143143788460642,1.3031020199548946,83.52941176470588,55.294117647058826,74.11764705882354,69.95412461380224,45.089295714136824,51.37254901960784,MARTIN COUNTY JAIL,"800 SOUTHEAST MONTEREY ROAD, STUART, FL 34994",3,3,6,4,772-220-7200,USMS IGA,2,2026-02-12
47,4.691458813118359,4.880952380952381,36.01109540636045,0.1800781471847704,46.524064171122994,36.86274509803922,55.68627450980392,90.98039215686275,54.29256024301291,53.497,6.258333404858907,45.98380279541016,22.158417519803347,4.313725490196078,10.196078431372548,64.68253968253968,34.11764705882353,17.65074139380284,0.01011447699311062,0.4866646043025784,0.4393430926123702,11.372549019607844,52.94117647058824,50.98039215686274,31.310129157716602,34.417810264844114,20.784313725490197,MCCOOK DETENTION CENTER,"2309 N HIGHWAY 83, MCCOOK, NE 69001",0,86,86,45,308-345-8405,DIGSA,26,2026-02-12
